movie_id,title,cast,crew
24631,,[],[]
30876,,[],[]
6473,,[],[]
162791,,[],[]
38143,,[],[]
475149,,[],[]
478860,,[],[]
462030,,[],[]
38567,,[],[]
13935,,[],[]
77434,,[],[]
1002644,,[],[]
45458,,[],[]
637105,,[],[]
59360,,[],[]
1122504,,[],[]
77235,,[],[]
51447,,[],[]
10732,,[],[]
151478,,[],[]
40372,,[],[]
510475,,[],[]
37258,,[],[]
741110,,[],[]
146212,,[],[]
413736,,[],[]
1127625,,[],[]
137773,,[],[]
266065,,[],[]
68626,,[],[]
178146,,[],[]
23150,,[],[]
30970,,[],[]
116315,,[],[]
47120,,[],[]
104246,,[],[]
1027159,,[],[]
13172,,[],[]
35963,,[],[]
14277,,[],[]
24649,,[],[]
949701,,[],[]
957457,,[],[]
16606,,[],[]
1426451,,[],[]
60261,,[],[]
1004663,,[],[]
93840,,[],[]
208429,,[],[]
53804,,[],[]
418693,,[],[]
106098,,[],[]
38557,,[],[]
599399,,[],[]
771257,,[],[]
77223,,[],[]
31938,,[],[]
121342,,[],[]
100315,,[],[]
480157,,[],[]
9830,,[],[]
24077,,[],[]
277230,,[],[]
85435,,[],[]
53894,,[],[]
429107,,[],[]
51848,,[],[]
11651,,[],[]
472226,,[],[]
1534530,,[],[]
256196,,[],[]
532812,,[],[]
1052025,,[],[]
841733,,[],[]
1386877,,[],[]
16191,,[],[]
19051,,[],[]
55960,,[],[]
75197,,[],[]
471335,,[],[]
791469,,[],[]
32526,,[],[]
19822,,[],[]
16875,,[],[]
434714,,[],[]
100365,,[],[]
441348,,[],[]
15651,,[],[]
4837,,[],[]
33302,,[],[]
1167725,,[],[]
419546,,[],[]
255533,,[],[]
40026,,[],[]
19552,,[],[]
435312,,[],[]
200942,,[],[]
799,,[],[]
27310,,[],[]
46302,,[],[]
24701,,[],[]
159514,,[],[]
2029,,[],[]
46368,,[],[]
30640,,[],[]
84368,,[],[]
23590,,[],[]
319337,,[],[]
641364,,[],[]
823425,,[],[]
59087,,[],[]
41878,,[],[]
43637,,[],[]
7944,,[],[]
34223,,[],[]
84295,,[],[]
385281,,[],[]
15041,,[],[]
719643,,[],[]
446132,,[],[]
620924,,[],[]
717192,,[],[]
178862,,[],[]
962192,,[],[]
317463,,[],[]
714099,,[],[]
145033,,[],[]
417643,,[],[]
1461181,,[],[]
37698,,[],[]
606215,,[],[]
229328,,[],[]
618225,,[],[]
62648,,[],[]
683841,,[],[]
1193341,,[],[]
29919,,[],[]
41841,,[],[]
1845,,[],[]
631428,,[],[]
291157,,[],[]
25047,,[],[]
1255795,,[],[]
24985,,[],[]
59847,,[],[]
280005,,[],[]
30973,,[],[]
406125,,[],[]
40478,,[],[]
815770,,[],[]
16930,,[],[]
587910,,[],[]
828899,,[],[]
53714,,[],[]
855492,,[],[]
21605,,[],[]
142320,,[],[]
60192,,[],[]
35002,,[],[]
685691,,[],[]
17376,,[],[]
226437,,[],[]
946703,,[],[]
26630,,[],[]
199700,,[],[]
147778,,[],[]
609115,,[],[]
655730,,[],[]
321487,,[],[]
77469,,[],[]
287493,,[],[]
130593,,[],[]
1352774,,[],[]
181009,,[],[]
118683,,[],[]
60011,,[],[]
345163,,[],[]
60803,,[],[]
14476,,[],[]
51365,,[],[]
30671,,[],[]
165739,,[],[]
39983,,[],[]
93863,,[],[]
418726,,[],[]
265,,[],[]
17364,,[],[]
78206,,[],[]
41577,,[],[]
37775,,[],[]
29143,,[],[]
541,,[],[]
226269,,[],[]
24086,,[],[]
468528,,[],[]
659986,,[],[]
26546,,[],[]
531737,,[],[]
43838,,[],[]
42641,,[],[]
25430,,[],[]
67911,,[],[]
75282,,[],[]
220980,,[],[]
606740,,[],[]
700173,,[],[]
24395,,[],[]
29352,,[],[]
50037,,[],[]
56366,,[],[]
52318,,[],[]
369770,,[],[]
336960,,[],[]
73939,,[],[]
58451,,[],[]
316761,,[],[]
555457,,[],[]
52741,,[],[]
86608,,[],[]
57564,,[],[]
42109,,[],[]
256103,,[],[]
46489,,[],[]
71778,,[],[]
694681,,[],[]
714675,,[],[]
530228,,[],[]
785533,,[],[]
564638,,[],[]
1153110,,[],[]
106238,,[],[]
41004,,[],[]
42721,,[],[]
33138,,[],[]
55892,,[],[]
771077,,[],[]
1286767,,[],[]
332169,,[],[]
624899,,[],[]
253414,,[],[]
663993,,[],[]
571786,,[],[]
503129,,[],[]
49636,,[],[]
675140,,[],[]
630211,,[],[]
32497,,[],[]
260001,,[],[]
251964,,[],[]
145811,,[],[]
46978,,[],[]
66193,,[],[]
432383,,[],[]
499728,,[],[]
46418,,[],[]
1280768,,[],[]
20025,,[],[]
33632,,[],[]
1036619,,[],[]
48035,,[],[]
159622,,[],[]
18015,,[],[]
1187075,,[],[]
28123,,[],[]
240723,,[],[]
494900,,[],[]
62134,,[],[]
396616,,[],[]
1300607,,[],[]
55680,,[],[]
327528,,[],[]
398177,,[],[]
54287,,[],[]
199556,,[],[]
18411,,[],[]
756187,,[],[]
173912,,[],[]
90560,,[],[]
330141,,[],[]
974521,,[],[]
44768,,[],[]
616885,,[],[]
23537,,[],[]
281007,,[],[]
763144,,[],[]
850818,,[],[]
48417,,[],[]
67740,,[],[]
1109207,,[],[]
391629,,[],[]
359805,,[],[]
179538,,[],[]
61964,,[],[]
548633,,[],[]
551824,,[],[]
14862,,[],[]
1140692,,[],[]
1273196,,[],[]
35696,,[],[]
235027,,[],[]
225877,,[],[]
13549,,[],[]
395763,,[],[]
496212,,[],[]
315620,,[],[]
496748,,[],[]
1000563,,[],[]
87503,,[],[]
249699,,[],[]
18846,,[],[]
175606,,[],[]
873125,,[],[]
3526,,[],[]
333623,,[],[]
515047,,[],[]
38166,,[],[]
813079,,[],[]
109572,,[],[]
53151,,[],[]
215032,,[],[]
439059,,[],[]
53849,,[],[]
9547,,[],[]
8883,,[],[]
36091,,[],[]
815029,,[],[]
31593,,[],[]
27230,,[],[]
271709,,[],[]
27601,,[],[]
30295,,[],[]
449422,,[],[]
1186402,,[],[]
23076,,[],[]
37573,,[],[]
367537,,[],[]
370928,,[],[]
17629,,[],[]
313867,,[],[]
28481,,[],[]
30143,,[],[]
399417,,[],[]
1012801,,[],[]
24561,,[],[]
80188,,[],[]
928769,,[],[]
68946,,[],[]
348674,,[],[]
30054,,[],[]
10162,,[],[]
1121711,,[],[]
473920,,[],[]
62487,,[],[]
211067,,[],[]
320421,,[],[]
583755,,[],[]
36446,,[],[]
242606,,[],[]
224057,,[],[]
15158,,[],[]
322487,,[],[]
32043,,[],[]
2160,,[],[]
89552,,[],[]
393732,,[],[]
29621,,[],[]
433941,,[],[]
30432,,[],[]
20307,,[],[]
298583,,[],[]
55723,,[],[]
45332,,[],[]
604563,,[],[]
230428,,[],[]
46445,,[],[]
37198,,[],[]
305091,,[],[]
11612,,[],[]
22617,,[],[]
345130,,[],[]
353433,,[],[]
28045,,[],[]
878987,,[],[]
21710,,[],[]
567629,,[],[]
33870,,[],[]
361897,,[],[]
583209,,[],[]
48769,,[],[]
24241,,[],[]
372758,,[],[]
448450,,[],[]
11913,,[],[]
860720,,[],[]
3587,,[],[]
48868,,[],[]
104751,,[],[]
212258,,[],[]
17795,,[],[]
67729,,[],[]
494471,,[],[]
661677,,[],[]
17985,,[],[]
44203,,[],[]
16806,,[],[]
167948,,[],[]
60098,,[],[]
16126,,[],[]
226576,,[],[]
24978,,[],[]
1194915,,[],[]
15266,,[],[]
455661,,[],[]
528761,,[],[]
3716,,[],[]
404812,,[],[]
79777,,[],[]
438146,,[],[]
13539,,[],[]
26578,,[],[]
5729,,[],[]
334381,,[],[]
305655,,[],[]
18972,,[],[]
1299209,,[],[]
49110,,[],[]
13485,,[],[]
256740,,[],[]
606952,,[],[]
557336,,[],[]
17645,,[],[]
188761,,[],[]
14753,,[],[]
1211442,,[],[]
29396,,[],[]
1242526,,[],[]
146059,,[],[]
258034,,[],[]
361174,,[],[]
811596,,[],[]
417047,,[],[]
11354,,[],[]
66087,,[],[]
10969,,[],[]
66720,,[],[]
531949,,[],[]
768147,,[],[]
35022,,[],[]
27621,,[],[]
539619,,[],[]
32761,,[],[]
458027,,[],[]
191735,,[],[]
40165,,[],[]
626318,,[],[]
1466938,,[],[]
29290,,[],[]
654323,,[],[]
746817,,[],[]
643065,,[],[]
4993,,[],[]
1243093,,[],[]
393834,,[],[]
149465,,[],[]
31053,,[],[]
632309,,[],[]
6609,,[],[]
55355,,[],[]
416691,,[],[]
58166,,[],[]
788922,,[],[]
397852,,[],[]
589739,,[],[]
670243,,[],[]
109325,,[],[]
248507,,[],[]
12518,,[],[]
22023,,[],[]
117464,,[],[]
75905,,[],[]
84327,,[],[]
21711,,[],[]
27387,,[],[]
75931,,[],[]
105348,,[],[]
210047,,[],[]
13210,,[],[]
403510,,[],[]
61400,,[],[]
114740,,[],[]
28311,,[],[]
46629,,[],[]
301728,,[],[]
19508,,[],[]
21661,,[],[]
20502,,[],[]
36550,,[],[]
41823,,[],[]
27092,,[],[]
46122,,[],[]
76347,,[],[]
16912,,[],[]
1098534,,[],[]
1405,,[],[]
476243,,[],[]
57789,,[],[]
288281,,[],[]
83749,,[],[]
33592,,[],[]
19322,,[],[]
15347,,[],[]
284298,,[],[]
497515,,[],[]
4910,,[],[]
22342,,[],[]
406785,,[],[]
339533,,[],[]
319341,,[],[]
52615,,[],[]
304613,,[],[]
51413,,[],[]
1181136,,[],[]
32388,,[],[]
162794,,[],[]
12695,,[],[]
249786,,[],[]
647265,,[],[]
477634,,[],[]
558655,,[],[]
21874,,[],[]
31201,,[],[]
809717,,[],[]
18923,,[],[]
444218,,[],[]
31993,,[],[]
1522126,,[],[]
301901,,[],[]
430406,,[],[]
90295,,[],[]
46064,,[],[]
462183,,[],[]
993145,,[],[]
31648,,[],[]
138129,,[],[]
1515899,,[],[]
26121,,[],[]
300686,,[],[]
58591,,[],[]
48757,,[],[]
892068,,[],[]
1265623,,[],[]
188507,,[],[]
20981,,[],[]
2470,,[],[]
17907,,[],[]
626319,,[],[]
33037,,[],[]
20538,,[],[]
20339,,[],[]
290890,,[],[]
10579,,[],[]
2204,,[],[]
372836,,[],[]
598133,,[],[]
1477453,,[],[]
234266,,[],[]
47943,,[],[]
299584,,[],[]
806690,,[],[]
1050,,[],[]
31941,,[],[]
49418,,[],[]
17641,,[],[]
94643,,[],[]
36351,,[],[]
159024,,[],[]
42852,,[],[]
320318,,[],[]
4252,,[],[]
592678,,[],[]
174611,,[],[]
1023313,,[],[]
26189,,[],[]
180272,,[],[]
390407,,[],[]
42607,,[],[]
31166,,[],[]
48246,,[],[]
424336,,[],[]
324325,,[],[]
31935,,[],[]
55368,,[],[]
41730,,[],[]
390253,,[],[]
187628,,[],[]
486101,,[],[]
467482,,[],[]
582883,,[],[]
1169361,,[],[]
24034,,[],[]
37943,,[],[]
1269644,,[],[]
338942,,[],[]
1030419,,[],[]
64912,,[],[]
36373,,[],[]
35068,,[],[]
769165,,[],[]
21175,,[],[]
584850,,[],[]
602463,,[],[]
653569,,[],[]
343284,,[],[]
13722,,[],[]
603452,,[],[]
29850,,[],[]
49981,,[],[]
45745,,[],[]
653522,,[],[]
3124,,[],[]
468201,,[],[]
471856,,[],[]
172792,,[],[]
194603,,[],[]
324277,,[],[]
89160,,[],[]
78182,,[],[]
532620,,[],[]
22910,,[],[]
1032372,,[],[]
1039868,,[],[]
16096,,[],[]
747687,,[],[]
22311,,[],[]
879535,,[],[]
659290,,[],[]
95838,,[],[]
28769,,[],[]
1142127,,[],[]
1022102,,[],[]
2297,,[],[]
852427,,[],[]
20540,,[],[]
15128,,[],[]
46743,,[],[]
39875,,[],[]
36796,,[],[]
54182,,[],[]
734586,,[],[]
355254,,[],[]
30157,,[],[]
13928,,[],[]
1127108,,[],[]
648043,,[],[]
16155,,[],[]
964819,,[],[]
19252,,[],[]
40139,,[],[]
36208,,[],[]
297098,,[],[]
381518,,[],[]
328480,,[],[]
14812,,[],[]
1126577,,[],[]
736820,,[],[]
22797,,[],[]
865559,,[],[]
547590,,[],[]
466438,,[],[]
22874,,[],[]
43650,,[],[]
1834,,[],[]
1356484,,[],[]
11610,,[],[]
594696,,[],[]
28368,,[],[]
107976,,[],[]
33142,,[],[]
13823,,[],[]
10940,,[],[]
28201,,[],[]
18943,,[],[]
6474,,[],[]
399178,,[],[]
550506,,[],[]
56920,,[],[]
47892,,[],[]
1149947,,[],[]
807522,,[],[]
592898,,[],[]
19222,,[],[]
21490,,[],[]
51092,,[],[]
1915,,[],[]
408265,,[],[]
38022,,[],[]
5602,,[],[]
983768,,[],[]
447954,,[],[]
13040,,[],[]
381691,,[],[]
528644,,[],[]
28433,,[],[]
468210,,[],[]
610363,,[],[]
31506,,[],[]
801526,,[],[]
42952,,[],[]
25606,,[],[]
43877,,[],[]
39924,,[],[]
11714,,[],[]
35117,,[],[]
292073,,[],[]
248842,,[],[]
31981,,[],[]
1783,,[],[]
333088,,[],[]
37244,,[],[]
47166,,[],[]
1019939,,[],[]
1155324,,[],[]
31597,,[],[]
18302,,[],[]
19326,,[],[]
40600,,[],[]
37585,,[],[]
249060,,[],[]
145963,,[],[]
63441,,[],[]
48203,,[],[]
9695,,[],[]
43832,,[],[]
11155,,[],[]
730251,,[],[]
402582,,[],[]
55240,,[],[]
642546,,[],[]
72016,,[],[]
667276,,[],[]
608980,,[],[]
72693,,[],[]
1013240,,[],[]
120172,,[],[]
316776,,[],[]
359228,,[],[]
936061,,[],[]
6264,,[],[]
554594,,[],[]
936946,,[],[]
61623,,[],[]
539199,,[],[]
446164,,[],[]
61139,,[],[]
1033219,,[],[]
1127,,[],[]
18299,,[],[]
917,,[],[]
329805,,[],[]
75571,,[],[]
24266,,[],[]
1454741,,[],[]
121640,,[],[]
999205,,[],[]
22994,,[],[]
17803,,[],[]
1414048,,[],[]
36288,,[],[]
520390,,[],[]
29191,,[],[]
613860,,[],[]
403509,,[],[]
60302,,[],[]
106402,,[],[]
1212121,,[],[]
320006,,[],[]
409366,,[],[]
35124,,[],[]
1063453,,[],[]
483180,,[],[]
347882,,[],[]
9308,,[],[]
17599,,[],[]
472310,,[],[]
32242,,[],[]
776909,,[],[]
29740,,[],[]
618228,,[],[]
239526,,[],[]
1058699,,[],[]
41653,,[],[]
280913,,[],[]
127717,,[],[]
25519,,[],[]
11135,,[],[]
28642,,[],[]
1310682,,[],[]
18773,,[],[]
25041,,[],[]
812434,,[],[]
893370,,[],[]
985335,,[],[]
5839,,[],[]
22625,,[],[]
1145291,,[],[]
55847,,[],[]
191335,,[],[]
1028851,,[],[]
718949,,[],[]
111473,,[],[]
31091,,[],[]
288710,,[],[]
362476,,[],[]
42245,,[],[]
19664,,[],[]
32163,,[],[]
638238,,[],[]
505940,,[],[]
474587,,[],[]
1015356,,[],[]
55823,,[],[]
3076,,[],[]
45188,,[],[]
13058,,[],[]
27861,,[],[]
15587,,[],[]
44944,,[],[]
986088,,[],[]
54555,,[],[]
33851,,[],[]
28384,,[],[]
43881,,[],[]
129863,,[],[]
80476,,[],[]
697799,,[],[]
126463,,[],[]
645484,,[],[]
1047925,,[],[]
102933,,[],[]
59593,,[],[]
532142,,[],[]
79483,,[],[]
127320,,[],[]
19893,,[],[]
399725,,[],[]
308017,,[],[]
19950,,[],[]
62847,,[],[]
218898,,[],[]
6016,,[],[]
65056,,[],[]
16980,,[],[]
576568,,[],[]
300900,,[],[]
106100,,[],[]
368304,,[],[]
4973,,[],[]
507245,,[],[]
3052,,[],[]
49007,,[],[]
37080,,[],[]
215180,,[],[]
134102,,[],[]
36225,,[],[]
4556,,[],[]
73262,,[],[]
884315,,[],[]
625248,,[],[]
24134,,[],[]
502422,,[],[]
1153470,,[],[]
44638,,[],[]
14547,,[],[]
732698,,[],[]
28628,,[],[]
1557,,[],[]
368942,,[],[]
46757,,[],[]
1079346,,[],[]
308715,,[],[]
5636,,[],[]
43012,,[],[]
467649,,[],[]
23439,,[],[]
615372,,[],[]
15389,,[],[]
286189,,[],[]
690846,,[],[]
21142,,[],[]
80601,,[],[]
194083,,[],[]
342917,,[],[]
874745,,[],[]
42345,,[],[]
38225,,[],[]
81671,,[],[]
152780,,[],[]
13752,,[],[]
248934,,[],[]
205126,,[],[]
32961,,[],[]
842931,,[],[]
151431,,[],[]
100681,,[],[]
62661,,[],[]
40083,,[],[]
43654,,[],[]
30926,,[],[]
1160981,,[],[]
298931,,[],[]
664177,,[],[]
146243,,[],[]
170125,,[],[]
15943,,[],[]
1171640,,[],[]
19166,,[],[]
299438,,[],[]
31894,,[],[]
446,,[],[]
30194,,[],[]
820511,,[],[]
599925,,[],[]
145899,,[],[]
240855,,[],[]
34546,,[],[]
15556,,[],[]
18414,,[],[]
565255,,[],[]
824003,,[],[]
118312,,[],[]
868660,,[],[]
191561,,[],[]
27273,,[],[]
13679,,[],[]
653528,,[],[]
74884,,[],[]
19157,,[],[]
28058,,[],[]
382475,,[],[]
1028553,,[],[]
63213,,[],[]
456063,,[],[]
351145,,[],[]
137172,,[],[]
422153,,[],[]
24065,,[],[]
15440,,[],[]
15661,,[],[]
1022145,,[],[]
27716,,[],[]
570128,,[],[]
643198,,[],[]
378240,,[],[]
1608982,,[],[]
89540,,[],[]
103199,,[],[]
584586,,[],[]
667757,,[],[]
550034,,[],[]
28349,,[],[]
34069,,[],[]
86706,,[],[]
433419,,[],[]
69537,,[],[]
237710,,[],[]
971188,,[],[]
30202,,[],[]
22072,,[],[]
28135,,[],[]
413770,,[],[]
1028561,,[],[]
260522,,[],[]
86391,,[],[]
22512,,[],[]
3041,,[],[]
131074,,[],[]
4156,,[],[]
147371,,[],[]
95060,,[],[]
284306,,[],[]
58107,,[],[]
1043808,,[],[]
18741,,[],[]
184608,,[],[]
3547,,[],[]
283161,,[],[]
314400,,[],[]
47256,,[],[]
438348,,[],[]
427393,,[],[]
467106,,[],[]
337101,,[],[]
278545,,[],[]
437078,,[],[]
72508,,[],[]
167571,,[],[]
63577,,[],[]
13501,,[],[]
51514,,[],[]
585311,,[],[]
7509,,[],[]
27225,,[],[]
2612,,[],[]
86889,,[],[]
300761,,[],[]
649058,,[],[]
47437,,[],[]
45505,,[],[]
497802,,[],[]
27036,,[],[]
41889,,[],[]
590575,,[],[]
377883,,[],[]
79698,,[],[]
416119,,[],[]
48693,,[],[]
669665,,[],[]
426034,,[],[]
162551,,[],[]
35215,,[],[]
10743,,[],[]
66956,,[],[]
80636,,[],[]
20075,,[],[]
506492,,[],[]
41950,,[],[]
4483,,[],[]
21250,,[],[]
957863,,[],[]
872976,,[],[]
65465,,[],[]
386427,,[],[]
653729,,[],[]
159878,,[],[]
37923,,[],[]
14430,,[],[]
37708,,[],[]
47045,,[],[]
1140847,,[],[]
571346,,[],[]
70927,,[],[]
43364,,[],[]
521190,,[],[]
30265,,[],[]
93676,,[],[]
890601,,[],[]
98193,,[],[]
418533,,[],[]
584004,,[],[]
736545,,[],[]
444400,,[],[]
47088,,[],[]
35275,,[],[]
61683,,[],[]
762361,,[],[]
841297,,[],[]
44967,,[],[]
80987,,[],[]
13998,,[],[]
9867,,[],[]
171540,,[],[]
18417,,[],[]
893694,,[],[]
105536,,[],[]
108954,,[],[]
876911,,[],[]
56321,,[],[]
55461,,[],[]
13430,,[],[]
294795,,[],[]
133373,,[],[]
1026208,,[],[]
1270880,,[],[]
55825,,[],[]
10831,,[],[]
18722,,[],[]
397003,,[],[]
69040,,[],[]
10817,,[],[]
1429299,,[],[]
1437701,,[],[]
124972,,[],[]
119360,,[],[]
573791,,[],[]
314996,,[],[]
37403,,[],[]
26719,,[],[]
413543,,[],[]
76072,,[],[]
860860,,[],[]
12221,,[],[]
76864,,[],[]
6498,,[],[]
22301,,[],[]
144728,,[],[]
56591,,[],[]
90104,,[],[]
19001,,[],[]
12634,,[],[]
107548,,[],[]
852436,,[],[]
527251,,[],[]
86764,,[],[]
230652,,[],[]
16159,,[],[]
37935,,[],[]
31507,,[],[]
445605,,[],[]
39954,,[],[]
51043,,[],[]
643534,,[],[]
110433,,[],[]
13248,,[],[]
27069,,[],[]
459670,,[],[]
83429,,[],[]
343144,,[],[]
148380,,[],[]
297755,,[],[]
256476,,[],[]
5521,,[],[]
564701,,[],[]
256687,,[],[]
315859,,[],[]
46924,,[],[]
1311844,,[],[]
94671,,[],[]
84972,,[],[]
270919,,[],[]
883876,,[],[]
869760,,[],[]
524288,,[],[]
173301,,[],[]
380808,,[],[]
77094,,[],[]
49890,,[],[]
10557,,[],[]
408439,,[],[]
20407,,[],[]
51470,,[],[]
52874,,[],[]
70634,,[],[]
27172,,[],[]
264859,,[],[]
85735,,[],[]
7346,,[],[]
170767,,[],[]
34814,,[],[]
451654,,[],[]
269981,,[],[]
80865,,[],[]
139463,,[],[]
36753,,[],[]
53521,,[],[]
44308,,[],[]
856156,,[],[]
1993,,[],[]
1131512,,[],[]
40440,,[],[]
41311,,[],[]
456950,,[],[]
13926,,[],[]
448337,,[],[]
3877,,[],[]
490146,,[],[]
285486,,[],[]
109213,,[],[]
31714,,[],[]
322740,,[],[]
79266,,[],[]
46096,,[],[]
722815,,[],[]
1308619,,[],[]
11331,,[],[]
56598,,[],[]
158675,,[],[]
316,,[],[]
6317,,[],[]
28667,,[],[]
118354,,[],[]
281804,,[],[]
76850,,[],[]
552709,,[],[]
1113583,,[],[]
380620,,[],[]
27646,,[],[]
38060,,[],[]
975419,,[],[]
525183,,[],[]
123587,,[],[]
553651,,[],[]
104697,,[],[]
20858,,[],[]
48943,,[],[]
1028546,,[],[]
285692,,[],[]
31340,,[],[]
63636,,[],[]
999621,,[],[]
39996,,[],[]
958192,,[],[]
580023,,[],[]
36850,,[],[]
5922,,[],[]
300823,,[],[]
163503,,[],[]
62593,,[],[]
42103,,[],[]
624620,,[],[]
1242015,,[],[]
1034168,,[],[]
26883,,[],[]
1235294,,[],[]
34856,,[],[]
137285,,[],[]
43759,,[],[]
45939,,[],[]
204053,,[],[]
482974,,[],[]
79827,,[],[]
673737,,[],[]
118293,,[],[]
43095,,[],[]
111960,,[],[]
109453,,[],[]
61991,,[],[]
74629,,[],[]
413838,,[],[]
231401,,[],[]
1147546,,[],[]
27258,,[],[]
121305,,[],[]
251626,,[],[]
96581,,[],[]
86730,,[],[]
80607,,[],[]
36404,,[],[]
73100,,[],[]
9847,,[],[]
874476,,[],[]
84195,,[],[]
653594,,[],[]
258086,,[],[]
380623,,[],[]
49913,,[],[]
54184,,[],[]
10870,,[],[]
776142,,[],[]
602291,,[],[]
33395,,[],[]
18897,,[],[]
673595,,[],[]
332718,,[],[]
32050,,[],[]
45189,,[],[]
513349,,[],[]
4204,,[],[]
210908,,[],[]
64266,,[],[]
369778,,[],[]
929449,,[],[]
36692,,[],[]
407447,,[],[]
484297,,[],[]
312526,,[],[]
73132,,[],[]
18862,,[],[]
473328,,[],[]
210198,,[],[]
1051486,,[],[]
61888,,[],[]
44458,,[],[]
1142414,,[],[]
10788,,[],[]
62457,,[],[]
42802,,[],[]
48374,,[],[]
91796,,[],[]
605735,,[],[]
146877,,[],[]
19178,,[],[]
25951,,[],[]
21494,,[],[]
61563,,[],[]
647498,,[],[]
39768,,[],[]
631705,,[],[]
22501,,[],[]
7298,,[],[]
24916,,[],[]
602518,,[],[]
37404,,[],[]
2125,,[],[]
408541,,[],[]
74726,,[],[]
680945,,[],[]
41725,,[],[]
146564,,[],[]
47370,,[],[]
469722,,[],[]
945703,,[],[]
157058,,[],[]
22711,,[],[]
167666,,[],[]
548178,,[],[]
3173,,[],[]
467546,,[],[]
26258,,[],[]
115156,,[],[]
774548,,[],[]
643195,,[],[]
44293,,[],[]
1081208,,[],[]
470894,,[],[]
28285,,[],[]
66245,,[],[]
14448,,[],[]
1138476,,[],[]
669659,,[],[]
1097322,,[],[]
53566,,[],[]
16371,,[],[]
206192,,[],[]
50346,,[],[]
375811,,[],[]
589452,,[],[]
82838,,[],[]
60809,,[],[]
939899,,[],[]
3686,,[],[]
625418,,[],[]
588001,,[],[]
7348,,[],[]
883987,,[],[]
68954,,[],[]
872542,,[],[]
189204,,[],[]
39260,,[],[]
661804,,[],[]
161246,,[],[]
1553,,[],[]
41225,,[],[]
43767,,[],[]
22597,,[],[]
40476,,[],[]
446830,,[],[]
26398,,[],[]
82372,,[],[]
16093,,[],[]
328220,,[],[]
34774,,[],[]
1118028,,[],[]
25476,,[],[]
31037,,[],[]
626975,,[],[]
24984,,[],[]
53864,,[],[]
273870,,[],[]
18217,,[],[]
26531,,[],[]
289520,,[],[]
495386,,[],[]
11485,,[],[]
626285,,[],[]
315439,,[],[]
410118,,[],[]
95381,,[],[]
33121,,[],[]
20390,,[],[]
1309643,,[],[]
37270,,[],[]
40022,,[],[]
72805,,[],[]
19378,,[],[]
352162,,[],[]
23101,,[],[]
933357,,[],[]
48688,,[],[]
30806,,[],[]
32158,,[],[]
26791,,[],[]
1056652,,[],[]
860262,,[],[]
189587,,[],[]
422708,,[],[]
95661,,[],[]
18681,,[],[]
255505,,[],[]
68659,,[],[]
187826,,[],[]
89644,,[],[]
77780,,[],[]
19156,,[],[]
18164,,[],[]
85609,,[],[]
15208,,[],[]
88912,,[],[]
478682,,[],[]
505953,,[],[]
326396,,[],[]
1186247,,[],[]
188813,,[],[]
151036,,[],[]
352885,,[],[]
74544,,[],[]
446829,,[],[]
180719,,[],[]
996087,,[],[]
762079,,[],[]
467539,,[],[]
49361,,[],[]
208701,,[],[]
1094266,,[],[]
192210,,[],[]
946740,,[],[]
53759,,[],[]
35797,,[],[]
67857,,[],[]
309028,,[],[]
26380,,[],[]
30137,,[],[]
273505,,[],[]
881211,,[],[]
214081,,[],[]
44661,,[],[]
13527,,[],[]
24442,,[],[]
8490,,[],[]
18973,,[],[]
159344,,[],[]
33379,,[],[]
41779,,[],[]
52439,,[],[]
1848,,[],[]
325138,,[],[]
207273,,[],[]
2282,,[],[]
57982,,[],[]
887609,,[],[]
32387,,[],[]
31661,,[],[]
31022,,[],[]
169230,,[],[]
75076,,[],[]
370765,,[],[]
171229,,[],[]
43810,,[],[]
818370,,[],[]
785527,,[],[]
24508,,[],[]
31068,,[],[]
76257,,[],[]
104364,,[],[]
42668,,[],[]
27678,,[],[]
38749,,[],[]
43486,,[],[]
16279,,[],[]
524087,,[],[]
6393,,[],[]
116356,,[],[]
8494,,[],[]
27637,,[],[]
650033,,[],[]
120149,,[],[]
32234,,[],[]
69426,,[],[]
475759,,[],[]
571451,,[],[]
29185,,[],[]
59883,,[],[]
554447,,[],[]
2644,,[],[]
15930,,[],[]
16905,,[],[]
2887,,[],[]
59507,,[],[]
29383,,[],[]
544075,,[],[]
36113,,[],[]
408567,,[],[]
312408,,[],[]
39507,,[],[]
17729,,[],[]
960033,,[],[]
45580,,[],[]
962571,,[],[]
301729,,[],[]
377384,,[],[]
1276035,,[],[]
100416,,[],[]
64828,,[],[]
294308,,[],[]
9784,,[],[]
1186947,,[],[]
1328956,,[],[]
461763,,[],[]
18056,,[],[]
191566,,[],[]
23908,,[],[]
16309,,[],[]
17106,,[],[]
16167,,[],[]
447447,,[],[]
382951,,[],[]
811703,,[],[]
135718,,[],[]
961722,,[],[]
30903,,[],[]
14527,,[],[]
247218,,[],[]
35008,,[],[]
691363,,[],[]
80368,,[],[]
32874,,[],[]
35954,,[],[]
450932,,[],[]
315880,,[],[]
39491,,[],[]
75533,,[],[]
10125,,[],[]
492621,,[],[]
470819,,[],[]
16331,,[],[]
27895,,[],[]
27275,,[],[]
24790,,[],[]
591955,,[],[]
857497,,[],[]
27130,,[],[]
132518,,[],[]
1201012,,[],[]
30843,,[],[]
16232,,[],[]
1114751,,[],[]
60160,,[],[]
166822,,[],[]
51256,,[],[]
40813,,[],[]
662659,,[],[]
496274,,[],[]
345888,,[],[]
804309,,[],[]
